本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
太和	tʰai3 fo5	tai3 fo4	tai4 he2	赣			714		
剧团	tɕy5 tʰon2	jyu4 ton2	ju4 tuan2	赣			713		
柯镇恶	kʰo1 tsɨn5 ŋɔʔ7	ko1 zen4 ngok6	ke1 zhen4 e4	赣			713		
秋天	tɕʰiu1 tʰiɛn1	qiu1 tien1	qiu1 tian1	赣			713		
罗刹	lo5 sat7	lo4 sat6	luo2 cha4	赣			713		
订立	tʰin6 lit7	tin5 lit6	ding4 li4	赣			713		
分辨	fɨn1 pʰiɛn6	fen1 pien5	fen1 bian4	赣			25712		
深夜	sɨn1 ia6	sen1 ya5	shen1 ye4	赣			712		
瞎子	hat7 tsɿ3	hat6 zi3	xia1 zi5	赣			712		
隐居	in3 tɕy1	yin3 jyu1	yin3 ju1	赣			712		
义父	ȵi6 fu6	ni5 fu5	yi4 fu4	赣			711		
外事	uai6 sɿ6	wai5 si5	wai4 shi4	赣			711		
孤独	ku1 tʰuʔ8	gu1 tuk7	gu1 du2	赣			711		
宋思明	suŋ5 sɿ1 min5	sung4 si1 min4	song4 si1 ming2	赣			711		
层层	tsʰɛn2 tsʰɛn2	cen2 cen2	ceng2 ceng2	赣			25711		
总监	tsuŋ3 kan1	zung3 gan1	zong3 jian1	赣			711		
沿途	ȵyon5 tʰu2	nyuon4 tu2	yan2 tu2	赣			711		
索尼	sɔʔ7 ȵi5	sok6 ni4	suo3 ni2	赣			75711		
草地	tsʰau3 tʰi6	cau3 ti5	cao3 di4	赣			711		
调解	tʰiɛu2 kai3	tieu2 gai3	tiao2 jie3	赣			711		
车子	tsʰa1 tsɿ3	ca1 zi3	che1 zi5	赣			25711		
郑重	tsʰɨn6 tsʰuŋ2	cen5 cung2	zheng4 zhong4	赣			711		
金水桥	tɕin1 sui3 tɕʰiɛu2	jin1 sui3 qieu2	jin1 shui3 qiao2	赣			711		
支队	tsɿ1 tui5	zi1 dui4	zhi1 dui4	赣			710		
攻破	kuŋ1 pʰo5	gung1 po4	gong1 po4	赣			710		
首饰	seu3 sɨt7	seu3 set6	shou3 shi4	赣			710		
万人次	uan6 ȵin5 tsʰɿ3	wan5 nin4 ci3	wan4 ren2 ci4	赣			709		
上将	sɔŋ6 tɕiɔŋ1	song5 jiong1	shang4 jiang4	赣			709		
操练	tsʰau1 liɛn6	cau1 lien5	cao1 lian4	赣			709		
绿豆	lyt6 tʰɛu6	lyut5 teu5	lv4 dou4	赣			709		
董小宛	tuŋ3 ɕiɛu3 uon6	dung3 xieu3 won5	dong3 xiao3 wan3	赣			709		
衙署	ŋa5 ɕy3	nga4 xyu3	ya2 shu3	赣			709		
还好	hat7 hau3	hat6 hau3	hai2 hao3	赣			709		
也罢	ia3 pa5	ya3 ba4	ye3 ba4	赣			708		
布什	pu5 ɕit7	bu4 xit6	bu4 shen2	赣			708		
当面	tɔŋ1 miɛn6	dong1 mien5	dang1 mian4	赣			708		
播种	po5 tsuŋ3	bo4 zung3	bo1 zhong3	赣			708		
水土	sui3 tʰu3	sui3 tu3	shui3 tu3	赣			708		
犹太人	iu5 tʰai3 ȵin5	yiu4 tai3 nin4	you2 tai4 ren2	赣			708		
红花	fuŋ5 fa1	fung4 fa1	hong2 hua1	赣			708		
身份证	sɨn1 fɨn6 tsɨn5	sen1 fen5 zen4	shen1 fen4 zheng4	赣			708		
躲避	to3 pʰi5	do3 pi4	duo3 bi4	赣			708		
不理	pet7 li3	bet6 li3	bu4 li3	赣			707		
后宫	hɛu6 kuŋ1	heu5 gung1	hou4 gong1	赣			707		
直辖	tsɿʔ8 kʰai3	zik7 kai3	zhi2 xia2	赣			707		
窗户	tsʰɔŋ1 fu6	cong1 fu5	chuang1 hu4	赣			707		
管理者	kuon3 li3 tsa3	guon3 li3 za3	guan3 li3 zhe3	赣			75707		
紊乱	uen6 lon6	wun5 lon5	wen3 luan4	赣			707		
课堂	kʰuo5 tʰɔŋ2	kuo4 tong2	ke4 tang2	赣			707		
负面	fu6 miɛn6	fu5 mien5	fu4 mian4	赣			25707		
勤劳	tɕʰin2 lau5	qin2 lau4	qin2 lao2	赣			25706		
大伙	tʰai6 fo3	tai5 fo3	da4 huo3	赣			706		
白马	pʰaʔ8 ma1	pak7 ma1	bai2 ma3	赣			706		
西向东	ɕi1 ɕiɔŋ5 tuŋ1	xi1 xiong4 dung1	xi1 xiang4 dong1	赣			706		
凝聚	ȵin5 tɕʰy6	nin4 qyu5	ning2 ju4	赣			705		
功劳	kuŋ1 lau5	gung1 lau4	gong1 lao2	赣			705		
认同	lɨn6 tʰuŋ2	len5 tung2	ren4 tong2	赣			80705		
野外	ia3 uai6	ya3 wai5	ye3 wai4	赣			705		
陕北	sɛn5 pɛt7	sen4 bet6	shan3 bei3	赣			705		
骆驼	lɔʔ7 tʰo2	lok6 to2	luo4 tuo2	赣			705		
高档	kau1 tɔŋ1	gau1 dong1	gao1 dang4	赣			75705		
人影	ȵin5 iaŋ3	nin4 yang3	ren2 ying3	赣			704		
充实	tsʰuŋ1 sɿʔ7	cung1 sik6	chong1 shi2	赣			704		
入口	luʔ7 kʰiɛu3	luk6 kieu3	ru4 kou3	赣			250704		
北侧	pɛt7 tsɛt7	bet6 zet6	bei3 ce4	赣			704		
大姐	tʰai6 tɕia3	tai5 jia3	da4 jie3	赣			704		
好多	hau3 to1	hau3 do1	hao3 duo1	赣	很多	hen3 duo1	250704		
工地	kuŋ1 tʰi6	gung1 ti5	gong1 di4	赣			704		
敌后	tʰit8 hɛu6	tit7 heu5	di2 hou4	赣			704		
管制	kuon3 tsɿ5	guon3 zi4	guan3 zhi4	赣			704		
聚居	tɕʰy6 tɕy1	qyu5 jyu1	ju4 ju1	赣			704		
至尊	tsɿ5 tsun1	zi4 zun1	zhi4 zun1	赣			704		
裁决	tsʰai2 tɕyot7	cai2 jyuot6	cai2 jue2	赣			5704		
闪避	sɛn5 pʰi5	sen4 pi4	shan3 bi4	赣			704		
鸟瞰	ȵiɛu3 kʰon3	nieu3 kon3	niao3 kan4	赣			704		
八卦	pat7 kua6	bat6 gua5	ba1 gua4	赣			703		
博客	pɔʔ7 kʰaʔ7	bok6 kak6	bo2 ke4	赣			703		
印度尼西亚	in5 tʰu6 ȵi5 ɕi1 ŋa3	yin4 tu5 ni4 xi1 nga3	yin4 du4 ni2 xi1 ya4	赣			703		
救援	tɕiu5 yon5	jiu4 yuon4	jiu4 yuan2	赣			703		
文革	uen5 kiɛt7	wun4 giet6	wen2 ge2	赣			703		
胡说八道	fu5 sot7 pat7 tʰau6	fu4 sot6 bat6 tau5	hu2 shuo1 ba1 dao4	赣			703		
行星	ɕin5 ɕin1	xin4 xin1	xing2 xing1	赣			25703		
一时期	it7 sɿ5 tɕʰi2	yit6 si4 qi2	yi1 shi2 qi1	赣			702		
凌晨	lin5 sɨn5	lin4 sen4	ling2 chen2	赣			25702		
利税	li6 sui5	li5 sui4	li4 shui4	赣			702		
器材	tɕʰi3 tsʰai2	qi3 cai2	qi4 cai2	赣			702		
大树	tʰai6 su6	tai5 su5	da4 shu4	赣			702		
幸好	ɕin6 hau3	xin5 hau3	xing4 hao3	赣			702		
捷克	tɕʰiɛt8 kʰiɛt7	qiet7 kiet6	jie2 ke4	赣			702		
流失	liu5 sɨt7	liu4 set6	liu2 shi1	赣			702		
疗法	lieu6 fat7	lieu5 fat6	liao2 fa3	赣			702		
联手	liɛn5 seu3	lien4 seu3	lian2 shou3	赣			702		
饭菜	fan6 tsʰai3	fan5 cai3	fan4 cai4	赣			702		
入市	luʔ7 sɿ6	luk6 si5	ru4 shi4	赣			701		
分公司	fɨn1 kuŋ1 sɿ1	fen1 gung1 si1	fen1 gong1 si1	赣			701		
双边	sɔŋ1 piɛn1	song1 bien1	shuang1 bian1	赣			701		
夸张	kʰua1 tsɔŋ1	kua1 zong1	kua1 zhang1	赣			701		
德军	tɛt7 tɕyn1	det6 jyun1	de2 jun1	赣			701		
行礼	ɕin5 li3	xin4 li3	xing2 li3	赣			701		
迫害	pʰɛt7 hai6	pet6 hai5	po4 hai4	赣			701		
陶瓷	tʰau2 tsʰɿ2	tau2 ci2	tao2 ci2	赣			701		
下滑	ha6 uat7	ha5 wat6	xia4 hua2	赣			700		
两端	liɔŋ3 ton1	liong3 don1	liang3 duan1	赣			700		
体操	tʰi3 tsʰau1	ti3 cau1	ti3 cao1	赣			700		
部件	pʰu6 tɕʰiɛn6	pu5 qien5	bu4 jian4	赣			700		
预报	y6 pau5	yu5 bau4	yu4 bao4	赣			700		
下落	ha6 lɔʔ8	ha5 lok7	xia4 luo4	赣			699		
所有权	so3 iu3 tɕʰyon2	so3 yiu3 qyuon2	suo3 you3 quan2	赣			699		
无线	u5 ɕiɛn5	wu4 xien4	wu2 xian4	赣			25699		
来时	lei5 sɿ5	lei4 si4	lai2 shi2	赣			699		
紧接着	tɕin3 tɕiɛt7 tsoʔ7	jin3 jiet6 zok6	jin3 jie1 zhe5	赣			699		
胡说	fu5 sot7	fu4 sot6	hu2 shuo1	官			699		
阶梯	kai1 tʰi1	gai1 ti1	jie1 ti1	赣			699		
凶猛	ɕiuŋ1 mɛn3	xiung1 men3	xiong1 meng3	赣			698		
可笑	kʰo3 ɕiɛu5	ko3 xieu4	ke3 xiao4	赣			698		
新高	ɕin1 kau1	xin1 gau1	xin1 gao1	赣			698		
浩浩荡荡	hau6 hau6 tʰɔŋ6 tʰɔŋ6	hau5 hau5 tong5 tong5	hao4 hao4 dang4 dang4	赣			698		
盼望	pʰæn5 uɔŋ6	pan4 wong5	pan4 wang4	赣			698		
结算	tɕiɛt7 son5	jiet6 son4	jie2 suan4	赣			250698		
行径	ɕin5 tɕin5	xin4 jin4	xing2 jing4	赣			698		
路桥	lu6 tɕʰiɛu2	lu5 qieu2	lu4 qiao2	赣			698		
金牙	tɕin1 ŋa5	jin1 nga4	jin1 ya2	赣			698		
余地	y5 tʰi6	yu4 ti5	yu2 di4	赣			697		
关怀	kuan1 ɸai5	guan1 fai4	guan1 huai2	赣			697		
反动派	fan3 tʰuŋ6 pʰai3	fan3 tung5 pai3	fan3 dong4 pai4	赣			697		
后退	hɛu6 tʰui3	heu5 tui3	hou4 tui4	赣			697		
呐喊	lat7 han3	lat6 han3	na4 han3	赣			697		
第六	tʰi6 liuʔ7	ti5 liuk6	di4 liu4	赣			5697		
耽误	tan1 u6	dan1 wu5	dan1 wu4	赣			697		
路边	lu6 piɛn1	lu5 bien1	lu4 bian1	赣			697		
进京	tɕin5 tɕin1	jin4 jin1	jin4 jing1	赣			697		
乌克兰	u1 kʰiɛt7 lan5	wu1 kiet6 lan4	wu1 ke4 lan2	赣			25696		
仇恨	tsʰɛu2 hɛn6	ceu2 hen5	chou2 hen4	赣			696		
年末	ȵiɛn5 mot7	nien4 mot6	nian2 mo4	赣			696		
恶心	ŋɔʔ7 ɕin1	ngok6 xin1	e3 xin1	赣			696		
警方	tɕin3 fɔŋ1	jin3 fong1	jing3 fang1	赣			696		
谷物	kuʔ7 ut7	guk6 wut6	gu3 wu4	赣			696		
震撼	tsɨn5 hon6	zen4 hon5	zhen4 han4	赣			696		
青睐	tɕʰin1 lai6	qin1 lai5	qing1 lai4	赣			696		
不对	pet7 tui5	bet6 dui4	bu2 dui4	赣			250695		
交错	kau1 tsʰo3	gau1 co3	jiao1 cuo4	赣			695		
力图	lit7 tʰu2	lit6 tu2	li4 tu2	赣			695		
多用	to1 iuŋ6	do1 yung5	duo1 yong4	赣			695		
对了	tui5 liɛu0	dui4 lieu0	dui4 le5	赣			60695		
所有制	so3 iu3 tsɿ5	so3 yiu3 zi4	suo3 you3 zhi4	赣			695		
担子	tan3 tsɿ3	dan3 zi3	dan4 zi5	赣			695		
攻打	kuŋ1 ta3	gung1 da3	gong1 da3	赣			695		
林立	lin5 lit7	lin4 lit6	lin2 li4	赣			695		
沙僧	sa1 sɛn1	sa1 sen1	sha1 seng1	赣			695		
牢固	lau5 ku5	lau4 gu4	lao2 gu4	赣			695		
神奇	sɨn5 tɕʰi2	sen4 qi2	shen2 qi2	赣			695		
糯米	lo6 mi3	lo5 mi3	nuo4 mi3	赣			695		
细致	ɕi5 tsɿ5	xi4 zi4	xi4 zhi4	赣			695		
脉冲	mɛt7 tsʰuŋ1	met6 cung1	mai4 chong1	赣			695		
贝尔	pi5 ɵ3	bi4 o3	bei4 er3	赣			695		
金星	tɕin1 ɕin1	jin1 xin1	jin1 xing1	赣			695		
党组织	tɔŋ3 tsu3 tsɨt7	dong3 zu3 zet6	dang3 zu3 zhi1	赣			694		
应届	in5 kai5	yin4 gai4	ying1 jie4	赣			694		
灾区	tsai1 tɕʰy1	zai1 qyu1	zai1 qu1	赣			694		
轮流	lɨn5 liu5	len4 liu4	lun2 liu2	赣			20694		
主角	tsu3 kɔʔ7	zu3 gok6	zhu3 jue2	赣			693		
境地	tɕin5 tʰi6	jin4 ti5	jing4 di4	赣			693		
增收	tsɛn1 sɛu1	zen1 seu1	zeng1 shou1	赣			693		
外形	uai6 ɕin5	wai5 xin4	wai4 xing2	赣			693		
电池	tʰiɛn6 tsʰɿ2	tien5 ci2	dian4 chi2	赣			693		
纺织品	fɔŋ3 tsɨt7 pʰin3	fong3 zet6 pin3	fang3 zhi1 pin3	赣			693		
终止	tsuŋ1 tsɿ3	zung1 zi3	zhong1 zhi3	赣			25693		
绳子	sɨn5 tsɿ3	sen4 zi3	sheng2 zi5	赣			25693		
行列	hɔŋ2 liɛt7	hong2 liet6	hang2 lie4	赣			50693		
试试	sɿ5 sɿ5	si4 si4	shi4 shi4	赣			35693		
陵墓	lin5 mu6	lin4 mu5	ling2 mu4	赣			693		
南亚	lan5 ŋa3	lan4 nga3	nan2 ya4	赣			692		
四项	sɿ5 hɔːŋ6	si4 hong5	si4 xiang4	赣			692		
墓室	mu6 sɨt7	mu5 set6	mu4 shi4	赣			692		
姿势	tsɿ1 sɿ5	zi1 si4	zi1 shi4	赣			692		
寂静	tɕʰit7 tɕʰin6	qit6 qin5	ji4 jing4	赣			30692		
搜集	sɛu1 tɕit7	seu1 jit6	sou1 ji2	赣			100692		
浓缩	ȵiuŋ2 sɔʔ7	niung2 sok6	nong2 suo1	赣			692		
甘蔗	kon1 tsa5	gon1 za4	gan1 zhe4	赣			692		
疗效	lieu6 hau6	lieu5 hau5	liao2 xiao4	赣			692		
自然科学	tsʰɿ6 lɛn5 kʰuo1 hɔʔ8	ci5 len4 kuo1 hok7	zi4 ran2 ke1 xue2	赣			692		
计较	tɕi5 kau5	ji4 gau4	ji4 jiao4	赣			692		
都市	tu1 sɿ6	du1 si5	du1 shi4	赣			692		
前所未有	tɕʰiɛn2 so3 ui6 iu3	qien2 so3 wui5 yiu3	qian2 suo3 wei4 you3	赣			691		
品位	pʰin3 ui6	pin3 wui5	pin3 wei4	赣			691		
坏人	fai6 ȵin5	fai5 nin4	huai4 ren2	赣			691		
武汉大学	u3 hon6 tʰai6 hɔʔ8	wu3 hon5 tai5 hok7	wu3 han4 da4 xue2	赣			691		
耕作	kaŋ1 tsɔʔ7	gang1 zok6	geng1 zuo4	赣			691		
茫然	mɔŋ5 lɛn5	mong4 len4	mang2 ran2	赣			691		
谈谈	tʰan2 tʰan2	tan2 tan2	tan2 tan2	赣			25691		
难过	lan5 kuo5	lan4 guo4	nan2 guo4	赣			691		
驸马	fu6 ma1	fu5 ma1	fu4 ma3	赣			691		
创制	tsʰɔŋ3 tsɿ5	cong3 zi4	chuang4 zhi4	赣			690		
口腔	kʰiɛu3 tɕʰiɔŋ1	kieu3 qiong1	kou3 qiang1	赣			690		
坚守	tɕiɛn1 seu3	jien1 seu3	jian1 shou3	赣			5690		
法人	fat7 ȵin5	fat6 nin4	fa3 ren2	赣			690		
言论	ȵiɛn5 lɨn6	nien4 len5	yan2 lun4	赣			25690		
压制	ŋat7 tsɿ5	ngat6 zi4	ya1 zhi4	赣			5689		
吴摩西	u5 mo5 ɕi1	wu4 mo4 xi1	wu2 mo2 xi1	赣			689		
国际化	kuɛt7 tɕi5 ɸᴀ5	guet6 ji4 fa4	guo2 ji4 hua4	赣			689		
氛围	fɨn1 ui5	fen1 wui4	fen1 wei2	赣			10689		
照射	tsɛu5 sa6	zeu4 sa5	zhao4 she4	赣			689		
罚款	fat8 kʰuon3	fat7 kuon3	fa2 kuan3	赣			689		
运转	yn6 tson3	yun5 zon3	yun4 zhuan4	赣			25689		
迷信	mi5 ɕin5	mi4 xin4	mi2 xin4	赣			689		
今儿	tɕin1 ɵ5	jin1 o4	jin1 er2	官			688		
名列	min5 liɛt7	min4 liet6	ming2 lie4	赣			688		
抗敌	kʰɔŋ2 tʰit8	kong2 tit7	kang4 di2	赣			688		
烟草	iɛn1 tsʰau3	yen1 cau3	yan1 cao3	赣			688		
神农	sɨn5 luŋ5	sen4 lung4	shen2 nong2	赣			688		
隔离	kat7 li5	gat6 li4	ge2 li2	赣			25688		
一串	it7 kuon5	yit6 guon4	yi1 chuan4	赣			687		
乘坐	sɨn5 tsʰo6	sen4 co5	cheng2 zuo4	赣			687		
兼有	kan1 iu3	gan1 yiu3	jian1 you3	赣			687		
可口	kʰo3 kʰiɛu3	ko3 kieu3	ke3 kou3	赣			687		
朝政	tsʰɛu2 tsɨn5	ceu2 zen4	chao2 zheng4	赣			687		
求得	tɕʰiu2 tɛt7	qiu2 det6	qiu2 de2	赣			687		
百花	paʔ7 fa1	bak6 fa1	bai3 hua1	赣			687		
秦岭	tɕʰin2 lin3	qin2 lin3	qin2 ling3	赣			687		
竣工	tɕʰyn1 kuŋ1	qyun1 gung1	jun4 gong1	赣			687		
走势	tsɛu3 sɿ5	zeu3 si4	zou3 shi4	赣			687		
下设	ha6 sɛt7	ha5 set6	xia4 she4	赣			686		
伊斯兰	i1 sɿ1 lan5	yi1 si1 lan4	yi1 si1 lan2	赣			15686		
兄长	ɕiaŋ1 tsɔŋ3	xiang1 zong3	xiong1 zhang3	赣			25686		
加班	ka1 pan1	ga1 ban1	jia1 ban1	赣			25686		
山路	san1 lu6	san1 lu5	shan1 lu4	赣			686		
御史	ȵy3 sɿ3	nyu3 si3	yu4 shi3	赣			686		
敌方	tʰit8 fɔŋ1	tit7 fong1	di2 fang1	赣			686		
明珠	min5 tsu1	min4 zu1	ming2 zhu1	赣			686		
柔软	lɛu5 ȵyon3	leu4 nyuon3	rou2 ruan3	赣			686		
洪武	fuŋ5 u3	fung4 wu3	hong2 wu3	赣			686		
老家	lau3 ka1	lau3 ga1	lao3 jia1	赣			5686		
行军	ɕin5 tɕyn1	xin4 jyun1	xing2 jun1	赣			686		
长长的	tsʰɔŋ2 tsʰɔŋ2 tit7	cong2 cong2 dit6	chang2 chang2 de5	官			75686		
助手	tsʰu6 seu3	cu5 seu3	zhu4 shou3	赣			685		
区划	tɕʰy1 fa2	qyu1 fa2	qu1 hua4	赣			685		
厚度	hɛu6 tʰu6	heu5 tu5	hou4 du4	赣			685		
告知	kau5 tsɿ1	gau4 zi1	gao4 zhi1	赣			55685		
外围	uai6 ui5	wai5 wui4	wai4 wei2	赣			685		
师徒	sɿ1 tʰu2	si1 tu2	shi1 tu2	赣			685		
慕容复	mu6 iuŋ5 fuʔ7	mu5 yung4 fuk6	mu4 rong2 fu4	赣			685		
王子	uɔŋ5 tsɿ3	wong4 zi3	wang2 zi3	赣			685		
衣襟	i1 tɕin1	yi1 jin1	yi1 jin1	赣			685		
鄂豫皖	ŋɔʔ7 y6 uon3	ngok6 yu5 won3	e4 yu4 wan3	赣			25685		
中兴	tsuŋ1 ɕin1	zung1 xin1	zhong1 xing1	赣			684		
介入	kai5 luʔ7	gai4 luk6	jie4 ru4	赣			684		
似地	sɿ6 tʰi6	si5 ti5	shi4 di4	赣			684		
抛弃	pʰau1 tɕʰi3	pau1 qi3	pao1 qi4	赣			684		
苏格拉底	su1 kiɛt7 la1 ti3	su1 giet6 la1 di3	su1 ge2 la1 di3	赣			684		
范蠡	fan6 li3	fan5 li3	fan4 li3	赣			684		
轰炸	fuŋ1 tsᴀ5	fung1 za4	hong1 zha4	赣			684		
远销	yon3 ɕiɛu1	yuon3 xieu1	yuan3 xiao1	赣			684		
镇上	tsɨn5 sɔŋ6	zen4 song5	zhen4 shang4	赣			684		
陈瞎子	tsʰən2 hat7 tsɿ3	cen2 hat6 zi3	chen2 xia1 zi5	赣			684		
格式	kiɛt7 sɨt7	giet6 set6	ge2 shi4	赣			250683		
每股	mi3 ku3	mi3 gu3	mei3 gu3	赣			25683		
版图	pan3 tʰu2	ban3 tu2	ban3 tu2	赣			683		
诚信	tsʰɨn2 ɕin5	cen2 xin4	cheng2 xin4	赣			683		
门类	mɨn5 lui6	men4 lui5	men2 lei4	赣			683		
大块	tʰai6 kʰuai3	tai5 kuai3	da4 kuai4	赣			25682		
察看	tsʰat7 kʰon3	cat6 kon3	cha2 kan4	赣			50682		
惭愧	tsʰan2 kʰui3	can2 kui3	can2 kui4	赣			682		
板栗	pan3 lit7	ban3 lit6	ban3 li4	赣			682		
游牧	iu5 muʔ7	yiu4 muk6	you2 mu4	赣			682		
第二年	tʰi6 ɵ6 ȵiɛn5	ti5 o5 nien4	di4 er4 nian2	赣			682		
羡慕	ɕien6 mu6	xien5 mu5	xian4 mu4	赣			75682		
贿赂	fɨi3 lu6	fei3 lu5	hui4 lu4	赣			682		
过境	kuo5 tɕin5	guo4 jin4	guo4 jing4	赣			682		
选举权	ɕyon3 tɕy3 tɕʰyon2	xyuon3 jyu3 qyuon2	xuan3 ju3 quan2	赣			682		
为名	ui6 min5	wui5 min4	wei4 ming2	赣			681		
凝视	ȵin5 sɿ6	nin4 si5	ning2 shi4	赣			681		
刊登	kʰon1 tɛn1	kon1 den1	kan1 deng1	赣			681		
地板	tʰi6 pan3	ti5 ban3	di4 ban3	赣			681		
天大	tʰiɛn1 tʰai6	tien1 tai5	tian1 da4	赣			681		
导师	tʰau6 sɿ1	tau5 si1	dao3 shi1	赣			25681		
正月	tsaŋ1 ȵyot8	zang1 nyuot7	zheng1 yue4	赣			25681		
永不	iuŋ3 pet7	yung3 bet6	yong3 bu4	赣			681		
洞穴	tʰuŋ6 ɕyot8	tung5 xyuot7	dong4 xue2	赣			5681		
议程	ȵi6 tsʰɨn2	ni5 cen2	yi4 cheng2	赣			681		
岳飞	ŋɔʔ7 fɨi1	ngok6 fei1	yue4 fei1	赣			680		
往事	uɔŋ3 sɿ6	wong3 si5	wang3 shi4	赣			680		
温泉	uen1 tɕʰyon2	wun1 qyuon2	wen1 quan2	赣			680		
溶于	iuŋ5 y5	yung4 yu4	rong2 yu2	赣			680		
激战	tɕit7 tsɛn5	jit6 zen4	ji1 zhan4	赣			25680		
牵引	tɕʰiɛn1 in3	qien1 yin3	qian1 yin3	赣			680		
破裂	pʰo5 liɛt7	po4 liet6	po4 lie4	赣			680		
贫穷	pʰin2 tɕʰiuŋ2	pin2 qiung2	pin2 qiong2	赣			5680		
体格	tʰi3 kiɛt7	ti3 giet6	ti3 ge2	赣			679		
保住	pau3 tsʰu6	bau3 cu5	bao3 zhu4	赣			679		
圣旨	sɨn5 tsɿ3	sen4 zi3	sheng4 zhi3	赣			679		
天山	tʰiɛn1 san1	tien1 san1	tian1 shan1	赣			679		
小孔	ɕiɛu3 kʰuŋ3	xieu3 kung3	xiao3 kong3	赣			679		
惊呼	tɕin1 fu1	jin1 fu1	jing1 hu1	赣			679		
未经	ui6 tɕin1	wui5 jin1	wei4 jing1	赣			679		
生源	sɛn1 ȵyon5	sen1 nyuon4	sheng1 yuan2	赣			679		
荷叶	ho2 iɛt7	ho2 yet6	he2 ye4	赣			679		
贬值	piɛn3 tsɿʔ8	bien3 zik7	bian3 zhi2	赣			679		
轮船	lɨn5 son5	len4 son4	lun2 chuan2	赣			679		
实战	sɿʔ7 tsɛn5	sik6 zen4	shi2 zhan4	赣			678		
楼梯	lɛu5 tʰi1	leu4 ti1	lou2 ti1	赣			678		
水源	sui3 ȵyon5	sui3 nyuon4	shui3 yuan2	赣			678		
注意力	tɕy5 i5 lit7	jyu4 yi4 lit6	zhu4 yi4 li4	赣			678		
白宫	pʰaʔ8 kuŋ1	pak7 gung1	bai2 gong1	赣			678		
研讨会	ȵiɛn3 tʰau3 fɨi6	nien3 tau3 fei5	yan2 tao3 hui4	赣			678		
营长	in5 tsɔŋ3	yin4 zong3	ying2 zhang3	赣			678		
该校	kai1 kau5	gai1 gau4	gai1 xiao4	赣			678		
都察院	tu1 tsʰat7 yon6	du1 cat6 yuon5	du1 cha2 yuan4	赣			678		
骡子	lo5 tsɿ3	lo4 zi3	luo2 zi5	赣			678		
上报	sɔŋ6 pau5	song5 bau4	shang4 bao4	赣			677		
农历	luŋ5 lit7	lung4 lit6	nong2 li4	赣			677		
出场	tsʰuʔ7 tsʰɔŋ3	cuk6 cong3	chu1 chang3	赣			677		
热门	lɛt7 mɨn5	let6 men4	re4 men2	赣			677		
生物学	sɛn1 ut7 hɔʔ8	sen1 wut6 hok7	sheng1 wu4 xue2	赣			677		
见证	tɕiɛn5 tsɨn5	jien4 zen4	jian4 zheng4	赣			677		
逼近	pit7 tɕʰin6	bit6 qin5	bi1 jin4	赣			677		
长治久安	tsʰɔŋ2 tsʰɿ6 tɕiu3 ŋon1	cong2 ci5 jiu3 ngon1	chang2 zhi4 jiu3 an1	赣			180677		
隆庆	luŋ5 tɕʰin3	lung4 qin3	long2 qing4	赣			677		
静脉	tɕʰin6 mɛt7	qin5 met6	jing4 mai4	赣			677		
世袭	ɕi5 ɕit8	xi4 xit7	shi4 xi2	赣			676		
东晋	tuŋ1 tɕin5	dung1 jin4	dong1 jin4	赣			676		
乡下	ɕiɔŋ1 ha6	xiong1 ha5	xiang1 xia4	赣			150676		
千尺	tɕʰiɛn1 tsʰaʔ7	qien1 cak6	qian1 chi3	赣			676		
山石	san1 sɨt7	san1 set6	shan1 shi2	赣			676		
护士	fu6 sɿ6	fu5 si5	hu4 shi4	赣			676		
焦虑	tɕiɛu1 li6	jieu1 li5	jiao1 lv4	赣			676		
两手	liɔŋ3 seu3	liong3 seu3	liang3 shou3	赣			675		
保密	pau3 mɛt7	bau3 met6	bao3 mi4	赣			125675		
反潜	fan3 tɕʰien2	fan3 qien2	fan3 qian2	赣			675		
尽头	tɕin3 tʰɛu2	jin3 teu2	jin4 tou2	赣			25675		
带头	tai5 tʰɛu2	dai4 teu2	dai4 tou2	赣			675		
李鹏	li3 pʰuŋ2	li3 pung2	li3 peng2	赣			675		
短暂	ton3 tsʰan6	don3 can5	duan3 zan4	赣			50675		
蒙古人	muŋ5 ku3 ȵin5	mung4 gu3 nin4	meng2 gu3 ren2	赣			5675		
赋税	fu5 sui5	fu4 sui4	fu4 shui4	赣			675		
事务所	sɿ6 u6 so3	si5 wu5 so3	shi4 wu4 suo3	赣			674		
开办	kʰai1 pʰan6	kai1 pan5	kai1 ban4	赣			674		
下旬	ha6 ɕyn5	ha5 xyun4	xia4 xun2	赣			673		
书面	su1 miɛn6	su1 mien5	shu1 mian4	赣			55673		
双臂	sɔŋ1 pi5	song1 bi4	shuang1 bi4	赣			673		
啤酒	pʰi2 tɕiu3	pi2 jiu3	pi2 jiu3	赣			673		
排队	pʰai2 tui5	pai2 dui4	pai2 dui4	赣			673		
绳索	sɨn5 sɔʔ7	sen4 sok6	sheng2 suo3	赣			673		
鸭子	ŋat7 tsɿ3	ngat6 zi3	ya1 zi5	赣			25673		
九个	tɕiu3 ko5	jiu3 go4	jiu3 ge4	赣			672		
右边	iu6 piɛn1	yiu5 bien1	you4 bian1	赣			10672		
广布	kuɔŋ3 pu5	guong3 bu4	guang3 bu4	赣			672		
店铺	tiɛn5 pʰu1	dien4 pu1	dian4 pu4	赣			672		
